		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW	THSW			Rain	Solar	Solar	Hi Solar	UV 	UV 	Hi 	Heat	Cool	In 	In	In 	In 		Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Dir	Chill	Index	Index	Index	Bar  	Rain	Rate	Rad.	Energy	Rad. 	Index	Dose	UV 	D-D 	D-D 	Temp	Hum	Dew	Heat	ET 	Samp	Tx 	Recept	Int.
01/01/98	12:30 a	7.3	7.4	7.2	65	1.1	1.3	NNW	2.41	3.6	---	6.7	6.9	6.3	---	785.9	0.00	---	---	---	---	---	---	---	0.230	0.000	16.3	35	0.8	14.6	---	---	1	---	30
01/01/98	1:00 a	7.1	7.2	7.0	65	1.0	1.8	N	3.22	3.1	---	6.1	6.7	5.7	---	785.7	0.00	---	---	---	---	---	---	---	0.234	0.000	16.3	35	0.8	14.5	---	---	1	---	30
01/01/98	1:30 a	6.9	7.0	6.8	67	1.2	1.8	N	3.22	3.6	---	5.8	6.6	5.4	---	785.7	0.00	---	---	---	---	---	---	---	0.238	0.000	16.2	36	1.1	14.5	---	---	1	---	30
01/01/98	2:00 a	6.8	6.8	6.7	67	1.1	1.8	NNW	3.22	3.1	---	5.6	6.4	5.3	---	785.6	0.00	---	---	---	---	---	---	---	0.241	0.000	16.1	36	1.0	14.4	---	---	1	---	30
01/01/98	2:30 a	6.6	6.7	6.6	68	1.1	1.3	N	2.41	3.1	---	6.0	6.3	5.7	---	785.4	0.00	---	---	---	---	---	---	---	0.244	0.000	16.1	36	1.0	14.3	---	---	1	---	30
01/01/98	3:00 a	6.6	6.6	6.5	68	1.1	1.3	N	2.41	3.1	---	5.9	6.2	5.6	---	785.4	0.00	---	---	---	---	---	---	---	0.245	0.000	16.0	36	0.9	14.3	---	---	1	---	30
01/01/98	3:30 a	6.4	6.5	6.3	69	1.1	1.3	NNW	2.41	2.7	---	5.7	6.1	5.4	---	785.4	0.00	---	---	---	---	---	---	---	0.249	0.000	15.9	36	0.8	14.2	---	---	1	---	30
01/01/98	4:00 a	6.3	6.3	6.2	69	1.0	0.9	NW	1.61	2.2	---	6.3	5.9	5.9	---	785.2	0.00	---	---	---	---	---	---	---	0.251	0.000	15.8	36	0.8	14.1	---	---	1	---	30
01/01/98	4:30 a	6.2	6.3	6.2	70	1.2	0.9	NW	1.61	2.2	---	6.2	5.9	5.9	---	785.0	0.00	---	---	---	---	---	---	---	0.252	0.000	15.8	37	1.1	14.1	---	---	1	---	30
01/01/98	5:00 a	6.3	6.3	6.2	70	1.3	0.4	N	0.80	1.8	---	6.3	6.0	6.0	---	785.1	0.00	---	---	---	---	---	---	---	0.250	0.000	15.8	37	1.1	14.1	---	---	1	---	30
01/01/98	5:30 a	5.9	6.2	5.8	70	0.9	0.0	NNW	0.00	1.3	---	5.9	5.6	5.6	---	785.2	0.00	---	---	---	---	---	---	---	0.258	0.000	15.6	37	1.0	14.0	---	---	1	---	30
01/01/98	6:00 a	5.7	5.8	5.7	71	0.9	0.0	NNW	0.00	0.4	---	5.7	5.4	5.4	---	785.4	0.00	---	---	---	---	---	---	---	0.263	0.000	15.5	37	0.9	13.9	---	---	1	---	30
