		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW	THSW			Rain	Solar	Solar	Hi Solar	UV 	UV 	Hi 	Heat	Cool	In 	In	In 	In 	In 	In Air		Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Dir	Chill	Index	Index	Index	Bar  	Rain	Rate	Rad.	Energy	Rad. 	Index	Dose	UV 	D-D 	D-D 	Temp	Hum	Dew	Heat	EMC	Density	ET 	Samp	Tx 	Recept	Int.
01/01/06	12:30 a	11.8	11.8	11.6	52	2.2	0.0	SSE	0.00	0.9	SSE	11.8	10.9	10.9	9.2	778.0	0.00	0.0	0	0.00	---	0.0	0.00	---	0.137	0.000	21.3	23	-0.7	19.1	5.14	 .9139	0.00	684	1	100.0	30
01/01/06	1:00 a	11.6	11.8	11.6	54	2.6	0.0	SSE	0.00	1.3	SSE	11.6	10.8	10.8	9.1	778.0	0.00	0.0	0	0.00	---	0.0	0.00	---	0.141	0.000	21.3	23	-0.7	19.1	5.14	 .9140	0.03	647	1	94.6	30
01/01/06	1:30 a	10.9	11.6	10.9	57	2.7	0.0	---	0.00	0.0	---	10.9	10.3	10.3	8.6	777.9	0.00	0.0	0	0.00	---	0.0	0.00	---	0.155	0.000	21.2	24	-0.2	18.9	5.34	 .9139	0.00	684	1	100.0	30
01/01/06	2:00 a	10.4	10.9	10.4	59	2.8	0.0	---	0.00	0.0	---	10.4	9.9	9.9	8.2	777.7	0.00	0.0	0	0.00	---	0.0	0.00	---	0.164	0.000	21.2	24	-0.2	18.9	5.34	 .9136	0.03	684	1	100.0	30
01/01/06	2:30 a	10.3	10.4	10.3	54	1.4	0.0	---	0.00	0.0	---	10.3	9.7	9.7	7.9	777.5	0.00	0.0	0	0.00	---	0.0	0.00	---	0.168	0.000	21.2	23	-0.8	18.9	5.15	 .9138	0.00	643	1	94.0	30
01/01/06	3:00 a	9.6	10.3	9.6	59	1.9	0.0	---	0.00	0.0	---	9.6	9.1	9.1	7.4	777.4	0.00	0.0	0	0.00	---	0.0	0.00	---	0.183	0.000	21.2	24	-0.2	18.9	5.35	 .9135	0.03	684	1	100.0	30
01/01/06	3:30 a	9.0	9.6	9.0	62	2.1	0.0	---	0.00	0.0	---	9.0	8.6	8.6	6.8	777.3	0.00	0.0	0	0.00	---	0.0	0.00	---	0.194	0.000	21.2	24	-0.2	18.9	5.35	 .9135	0.00	684	1	100.0	30
01/01/06	4:00 a	8.7	8.9	8.7	63	2.1	0.0	---	0.00	0.0	---	8.7	8.3	8.3	6.6	777.3	0.00	0.0	0	0.00	---	0.0	0.00	---	0.200	0.000	21.2	24	-0.2	18.9	5.35	 .9134	0.03	683	1	99.9	30
01/01/06	4:30 a	8.8	8.9	8.7	59	1.3	0.0	---	0.00	0.0	---	8.8	8.4	8.4	6.6	777.3	0.00	0.0	0	0.00	---	0.0	0.00	---	0.198	0.000	21.1	24	-0.3	18.7	5.35	 .9138	0.00	684	1	100.0	30
01/01/06	5:00 a	7.6	8.8	7.6	66	1.7	0.0	---	0.00	0.0	---	7.6	7.2	7.2	5.4	777.4	0.00	0.0	0	0.00	---	0.0	0.00	---	0.223	0.000	20.9	24	-0.4	18.6	5.34	 .9143	0.03	684	1	100.0	30
01/01/06	5:30 a	7.3	7.6	7.3	67	1.6	0.0	---	0.00	0.0	---	7.3	7.0	7.0	5.2	777.7	0.00	0.0	0	0.00	---	0.0	0.00	---	0.229	0.000	20.9	24	-0.4	18.6	5.34	 .9146	0.00	684	1	100.0	30
01/01/06	6:00 a	7.5	7.5	7.3	65	1.3	0.0	E	0.00	0.4	E	7.5	7.1	7.1	5.3	778.0	0.00	0.0	0	0.00	---	0.0	0.00	---	0.226	0.000	20.9	24	-0.4	18.6	5.34	 .9150	0.03	684	1	100.0	30
01/01/06	6:30 a	7.0	7.5	7.0	66	1.1	0.0	ESE	0.00	0.9	ESE	7.0	6.6	6.6	4.8	778.2	0.00	0.0	0	0.00	---	0.0	0.00	---	0.236	0.000	20.9	24	-0.5	18.6	5.34	 .9154	0.00	684	1	100.0	30
01/01/06	7:00 a	6.8	7.0	6.7	67	1.1	0.0	---	0.00	0.0	---	6.8	6.5	6.5	4.7	778.5	0.00	0.0	0	0.00	---	0.0	0.00	---	0.240	0.000	20.9	24	-0.5	18.6	5.34	 .9158	0.03	684	1	100.0	30
01/01/06	7:30 a	6.8	6.8	6.8	67	1.1	0.0	---	0.00	0.0	---	6.8	6.4	6.4	4.7	778.8	0.00	0.0	5	0.22	---	0.0	0.00	---	0.241	0.000	20.8	24	-0.5	18.4	5.34	 .9166	0.00	683	1	99.9	30
01/01/06	8:00 a	7.8	7.8	6.8	64	1.4	0.0	---	0.00	0.0	---	7.8	7.4	7.4	6.6	779.3	0.00	0.0	75	3.23	---	0.0	0.00	---	0.220	0.000	20.8	24	-0.5	18.4	5.34	 .9171	0.03	684	1	100.0	30
01/01/06	8:30 a	9.9	9.9	7.8	56	1.6	0.0	---	0.00	0.0	---	9.9	9.4	9.4	11.5	779.3	0.00	0.0	150	6.45	---	0.0	0.00	---	0.175	0.000	20.7	24	-0.6	18.3	5.33	 .9176	0.00	676	1	98.8	30
01/01/06	9:00 a	11.8	11.8	9.9	47	0.9	0.0	---	0.00	0.0	---	11.8	10.8	10.8	13.9	779.6	0.00	0.0	216	9.29	---	0.0	0.00	---	0.135	0.000	20.7	24	-0.6	18.3	5.33	 .9179	0.10	684	1	100.0	30
01/01/06	9:30 a	13.7	13.7	11.8	42	1.0	0.0	---	0.00	0.0	---	13.7	12.3	12.3	16.5	779.7	0.00	0.0	312	13.42	---	0.0	0.00	---	0.097	0.000	20.7	24	-0.6	18.3	5.33	 .9180	0.00	684	1	100.0	30
01/01/06	10:00 a	14.9	14.9	13.7	40	1.4	0.0	E	0.00	1.3	E	14.9	13.4	13.4	18.2	779.7	0.00	0.0	396	17.03	---	0.0	0.00	---	0.071	0.000	20.7	24	-0.6	18.3	5.33	 .9180	0.20	684	1	100.0	30
01/01/06	10:30 a	15.9	15.9	14.9	36	0.9	0.0	ENE	0.00	2.2	ENE	15.9	14.2	14.2	19.3	779.6	0.00	0.0	465	20.00	---	0.0	0.00	---	0.050	0.000	20.7	24	-0.6	18.3	5.33	 .9179	0.00	684	1	100.0	30
01/01/06	11:00 a	17.5	17.5	15.9	29	-0.8	0.0	ENE	0.00	2.2	NE	17.5	15.3	15.3	20.6	779.3	0.00	0.0	527	22.66	---	0.0	0.00	---	0.017	0.000	20.7	24	-0.6	18.3	5.33	 .9175	0.30	682	1	99.7	30
01/01/06	11:30 a	18.9	18.9	17.5	27	-0.5	0.0	N	0.00	2.2	NNE	18.9	16.5	16.5	21.9	778.8	0.00	0.0	574	24.69	---	0.0	0.00	---	0.000	0.012	20.7	24	-0.6	18.3	5.33	 .9170	0.00	684	1	100.0	30
01/01/06	12:00 p	19.6	19.9	18.9	26	-0.4	0.0	NE	0.00	2.2	NE	19.6	17.2	17.2	22.7	778.3	0.00	0.0	610	26.23	---	0.0	0.00	---	0.000	0.027	20.7	23	-1.2	18.2	5.13	 .9166	0.38	684	1	100.0	30
01/01/06	12:30 p	21.4	21.4	19.6	23	-0.6	0.0	N	0.00	2.2	N	21.4	19.2	19.2	24.8	777.6	0.00	0.0	645	27.74	---	0.0	0.00	---	0.000	0.065	20.8	23	-1.1	18.4	5.14	 .9154	0.00	684	1	100.0	30
01/01/06	1:00 p	22.4	22.6	21.6	22	-0.4	0.0	N	0.00	2.2	NNE	22.4	20.4	20.4	26.0	777.1	0.00	0.0	619	26.62	---	0.0	0.00	---	0.000	0.084	20.9	23	-1.0	18.6	5.14	 .9142	0.41	684	1	100.0	30
01/01/06	1:30 p	21.9	22.4	21.7	23	-0.2	0.4	N	0.80	3.6	NE	21.9	19.9	19.9	25.1	776.6	0.00	0.0	532	22.88	---	0.0	0.00	---	0.000	0.075	21.1	23	-0.9	18.7	5.15	 .9133	0.00	676	1	98.8	30
01/01/06	2:00 p	22.5	22.5	21.9	20	-1.6	0.4	NE	0.80	3.1	NNE	22.5	20.5	20.5	25.4	776.1	0.00	0.0	489	21.03	---	0.0	0.00	---	0.000	0.087	21.2	22	-1.4	18.8	4.95	 .9125	0.36	683	1	99.9	30
01/01/06	2:30 p	23.3	23.3	22.5	19	-1.7	0.4	N	0.80	3.6	N	23.3	21.5	21.5	26.6	775.9	0.00	0.0	488	20.99	---	0.0	0.00	---	0.000	0.103	21.2	21	-2.0	18.8	4.75	 .9124	0.00	684	1	100.0	30
01/01/06	3:00 p	23.3	23.3	23.1	19	-1.7	0.4	N	0.80	3.1	N	23.3	21.5	21.5	26.0	775.7	0.00	0.0	393	16.90	---	0.0	0.00	---	0.000	0.103	21.3	21	-1.9	18.9	4.75	 .9118	0.30	684	1	100.0	30
01/01/06	3:30 p	22.9	23.3	22.9	21	-0.6	0.4	ENE	0.80	3.1	ENE	22.9	21.2	21.2	23.6	775.7	0.00	0.0	204	8.77	---	0.0	0.00	---	0.000	0.095	21.4	21	-1.8	19.1	4.75	 .9114	0.00	679	1	99.3	30
01/01/06	4:00 p	22.5	22.9	22.5	20	-1.6	0.0	ENE	0.00	0.9	ENE	22.5	20.5	20.5	21.4	775.7	0.00	0.0	105	4.52	---	0.0	0.00	---	0.000	0.087	21.5	21	-1.8	19.2	4.75	 .9112	0.13	683	1	99.9	30
01/01/06	4:30 p	22.4	22.7	22.4	21	-1.0	0.0	NNE	0.00	0.4	NNE	22.4	20.4	20.4	21.2	775.9	0.00	0.0	89	3.83	---	0.0	0.00	---	0.000	0.084	21.6	20	-2.3	19.3	4.55	 .9114	0.00	684	1	100.0	30
01/01/06	5:00 p	22.2	22.4	22.2	23	0.1	0.0	---	0.00	0.0	---	22.2	20.2	20.2	21.0	776.0	0.00	0.0	81	3.48	---	0.0	0.00	---	0.000	0.081	21.6	20	-2.3	19.3	4.55	 .9115	0.08	684	1	100.0	30
01/01/06	5:30 p	20.7	22.2	20.7	31	3.0	0.9	SW	1.61	4.9	SW	20.7	18.8	18.8	17.7	776.4	0.00	0.0	46	1.98	---	0.0	0.00	---	0.000	0.050	21.5	22	-1.1	19.2	4.94	 .9117	0.00	678	1	99.1	30
01/01/06	6:00 p	18.9	20.7	18.9	37	3.9	4.0	SW	7.24	8.5	SW	18.2	17.3	16.6	15.3	776.8	0.00	0.0	19	0.82	---	0.0	0.00	---	0.000	0.012	21.3	24	-0.1	19.1	5.33	 .9122	0.10	656	1	95.9	30
01/01/06	6:30 p	17.9	18.9	17.9	39	3.7	4.0	SW	7.24	8.5	SSW	17.0	16.3	15.4	14.0	777.0	0.00	0.0	2	0.09	---	0.0	0.00	---	0.009	0.000	21.3	24	-0.1	19.1	5.33	 .9124	0.00	652	1	95.3	30
01/01/06	7:00 p	17.3	17.9	17.3	41	3.9	4.5	SW	8.05	12.1	SSW	15.9	15.8	14.4	13.0	777.3	0.00	0.0	0	0.00	---	0.0	0.00	---	0.022	0.000	21.3	24	-0.1	19.1	5.33	 .9128	0.10	627	1	91.7	30
01/01/06	7:30 p	16.7	17.3	16.7	42	3.7	3.1	SSW	5.63	7.2	SW	16.5	15.3	15.1	13.4	777.7	0.00	0.0	0	0.00	---	0.0	0.00	---	0.035	0.000	21.3	24	-0.1	19.1	5.33	 .9132	0.00	641	1	93.7	30
01/01/06	8:00 p	16.1	16.7	16.1	44	3.8	1.8	SSW	3.22	4.9	S	16.1	14.8	14.8	13.1	778.1	0.00	0.0	0	0.00	---	0.0	0.00	---	0.046	0.000	21.4	23	-0.6	19.2	5.14	 .9137	0.08	662	1	96.8	30
01/01/06	8:30 p	15.4	16.1	15.4	45	3.6	1.8	SE	3.22	4.5	SE	15.4	14.2	14.2	12.5	778.5	0.00	0.0	0	0.00	---	0.0	0.00	---	0.060	0.000	21.4	23	-0.6	19.2	5.14	 .9142	0.00	616	1	90.1	30
01/01/06	9:00 p	14.6	15.3	14.6	48	3.7	0.9	ESE	1.61	3.1	ESE	14.6	13.4	13.4	11.8	778.7	0.00	0.0	0	0.00	---	0.0	0.00	---	0.078	0.000	21.5	23	-0.5	19.3	5.14	 .9142	0.05	680	1	99.4	30
01/01/06	9:30 p	13.7	14.6	13.7	52	4.0	0.0	SE	0.00	0.9	SE	13.7	12.7	12.7	11.1	778.9	0.00	0.0	0	0.00	---	0.0	0.00	---	0.096	0.000	21.5	23	-0.5	19.3	5.14	 .9145	0.00	684	1	100.0	30
01/01/06	10:00 p	13.0	13.7	13.0	54	3.9	0.0	SE	0.00	1.3	SE	13.0	12.1	12.1	10.5	779.3	0.00	0.0	0	0.00	---	0.0	0.00	---	0.111	0.000	21.4	23	-0.6	19.2	5.14	 .9151	0.03	684	1	100.0	30
01/01/06	10:30 p	12.3	13.0	12.3	58	4.3	0.0	---	0.00	0.0	---	12.3	11.6	11.6	10.0	779.5	0.00	0.0	0	0.00	---	0.0	0.00	---	0.125	0.000	21.4	23	-0.6	19.2	5.14	 .9153	0.00	684	1	100.0	30
01/01/06	11:00 p	11.9	12.3	11.9	59	4.2	0.0	---	0.00	0.0	---	11.9	11.3	11.3	9.7	779.6	0.00	0.0	0	0.00	---	0.0	0.00	---	0.133	0.000	21.4	23	-0.6	19.2	5.14	 .9155	0.03	683	1	99.9	30
01/01/06	11:30 p	11.4	11.9	11.4	58	3.5	0.0	---	0.00	0.0	---	11.4	10.8	10.8	9.1	779.6	0.00	0.0	0	0.00	---	0.0	0.00	---	0.144	0.000	21.4	24	0.0	19.2	5.33	 .9152	0.00	684	1	100.0	30
02/01/06	12:00 a	10.9	11.4	10.9	58	3.0	0.0	---	0.00	0.0	---	10.9	10.3	10.3	8.7	779.7	0.00	0.0	0	0.00	---	0.0	0.00	---	0.154	0.000	21.4	24	0.0	19.2	5.33	 .9153	0.03	684	1	100.0	30
