		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW	THSW			Rain	Solar	Solar	Hi Solar	UV 	UV 	Hi 	Heat	Cool	In 	In	In 	In 	In 	In Air		Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Dir	Chill	Index	Index	Index	Bar  	Rain	Rate	Rad.	Energy	Rad. 	Index	Dose	UV 	D-D 	D-D 	Temp	Hum	Dew	Heat	EMC	Density	ET 	Samp	Tx 	Recept	Int.
01/01/98	12:30 a	7.8	8.4	7.2	73	3.3	46.5	N	83.69	51.9	---	-1.4	7.6	-1.6	---	781.4	0.00	---	---	---	---	---	---	---	0.219	0.000	19.3	32	2.2	17.4	6.55	 .9227	---	---	1	---	30
01/01/98	1:00 a	7.6	8.3	6.8	74	3.3	46.5	N	83.69	51.9	---	-1.7	7.4	-1.9	---	781.4	0.00	---	---	---	---	---	---	---	0.223	0.000	19.3	32	2.2	17.4	6.55	 .9228	---	---	1	---	30
01/01/98	1:30 a	7.6	8.2	6.7	75	3.4	46.0	N	82.88	61.2	---	-1.7	7.3	-1.9	---	781.6	0.00	---	---	---	---	---	---	---	0.225	0.000	19.3	32	2.2	17.4	6.55	 .9231	---	---	1	---	30
01/01/98	2:00 a	7.2	7.9	6.7	76	3.3	45.2	N	81.27	61.2	---	-2.1	7.0	-2.3	---	781.0	0.00	---	---	---	---	---	---	---	0.231	0.000	19.2	32	2.1	17.3	6.55	 .9225	---	---	1	---	30
01/01/98	2:30 a	7.2	7.9	6.5	76	3.2	45.6	NNE	82.08	61.2	---	-2.2	6.9	-2.4	---	781.0	0.00	---	---	---	---	---	---	---	0.233	0.000	19.2	32	2.1	17.3	6.55	 .9226	---	---	1	---	30
01/01/98	3:00 a	6.8	7.6	5.8	79	3.4	45.2	ESE	81.27	61.2	---	-2.7	6.7	-2.8	---	780.9	0.00	---	---	---	---	---	---	---	0.241	0.000	19.2	33	2.5	17.3	6.72	 .9224	---	---	1	---	30
01/01/98	3:30 a	6.2	6.8	5.5	79	2.8	38.4	E	69.20	61.2	---	-2.9	6.1	-3.1	---	780.8	0.00	---	---	---	---	---	---	---	0.252	0.000	19.1	33	2.4	17.3	6.72	 .9224	---	---	1	---	30
01/01/98	4:00 a	6.1	6.7	5.4	80	2.9	39.8	ESE	71.62	61.2	---	-3.2	5.9	-3.3	---	781.0	0.00	---	---	---	---	---	---	---	0.255	0.000	19.1	33	2.4	17.2	6.72	 .9229	---	---	1	---	30
01/01/98	4:30 a	6.0	6.6	5.4	80	2.8	42.0	ESE	75.64	61.2	---	-3.5	5.8	-3.7	---	780.9	0.00	---	---	---	---	---	---	---	0.257	0.000	19.1	33	2.4	17.2	6.72	 .9228	---	---	1	---	30
01/01/98	5:00 a	5.8	6.6	5.1	81	2.8	21.9	SSE	39.43	61.7	---	-1.8	5.6	-2.0	---	780.9	0.00	---	---	---	---	---	---	---	0.262	0.000	19.0	33	2.3	17.2	6.73	 .9230	---	---	1	---	30
01/01/98	5:30 a	5.6	6.1	4.8	82	2.7	48.7	SSE	87.71	61.2	---	-4.6	5.4	-4.7	---	780.9	0.00	---	---	---	---	---	---	---	0.266	0.000	18.9	33	2.3	17.1	6.73	 .9233	---	---	1	---	30
01/01/98	6:00 a	5.4	6.0	4.7	83	2.7	27.3	ESE	49.08	61.2	---	-2.9	5.3	-3.1	---	781.2	0.00	---	---	---	---	---	---	---	0.270	0.000	18.9	33	2.3	17.1	6.73	 .9238	---	---	1	---	30
01/01/98	6:30 a	5.2	5.8	4.5	83	2.5	44.3	S	79.66	61.2	---	-4.8	5.1	-4.9	---	780.9	0.00	---	---	---	---	---	---	---	0.274	0.000	18.8	33	2.2	17.0	6.73	 .9236	---	---	1	---	30
01/01/98	7:00 a	4.7	5.4	4.0	84	2.2	28.2	SSW	50.69	61.2	---	-3.9	4.6	-4.0	---	781.1	0.00	---	---	---	---	---	---	---	0.284	0.000	18.8	33	2.2	16.9	6.73	 .9240	---	---	1	---	30
01/01/98	7:30 a	4.7	5.4	3.9	84	2.2	8.5	SSW	15.29	61.7	---	-0.4	4.6	-0.6	---	781.6	0.00	---	---	---	---	---	---	---	0.285	0.000	18.7	33	2.1	16.9	6.74	 .9249	---	---	1	---	30
01/01/98	8:00 a	4.7	5.5	4.2	84	2.2	17.9	SSW	32.19	61.7	---	-2.5	4.6	-2.6	---	781.3	0.00	---	---	---	---	---	---	---	0.284	0.000	18.7	33	2.1	16.8	6.74	 .9247	---	---	1	---	30
01/01/98	8:30 a	5.3	6.5	4.3	81	2.3	24.1	SSW	43.45	61.2	---	-2.7	5.2	-2.8	---	781.5	0.00	---	---	---	---	---	---	---	0.271	0.000	18.6	33	2.0	16.8	6.74	 .9252	---	---	1	---	30
01/01/98	9:00 a	5.9	6.6	5.2	82	3.1	32.6	ENE	58.74	61.2	---	-2.8	5.8	-2.9	---	782.0	0.00	---	---	---	---	---	---	---	0.258	0.000	18.6	33	2.0	16.7	6.74	 .9260	---	---	1	---	30
01/01/98	9:30 a	6.5	7.4	5.4	79	3.1	37.6	SSE	67.59	61.2	---	-2.5	6.3	-2.7	---	781.7	0.00	---	---	---	---	---	---	---	0.247	0.000	18.5	33	1.9	16.6	6.74	 .9258	---	---	1	---	30
01/01/98	10:00 a	6.9	7.7	6.2	79	3.6	38.4	SSE	69.20	61.2	---	-2.0	6.8	-2.1	---	782.0	0.00	---	---	---	---	---	---	---	0.237	0.000	18.4	33	1.9	16.6	6.75	 .9263	---	---	1	---	30
01/01/98	10:30 a	7.3	8.1	6.3	77	3.6	41.6	SE	74.83	61.2	---	-1.7	7.2	-1.9	---	781.8	0.00	---	---	---	---	---	---	---	0.229	0.000	18.4	33	1.8	16.5	6.75	 .9263	---	---	1	---	30
01/01/98	11:00 a	8.7	9.7	7.2	73	4.1	29.5	SE	53.11	61.2	---	0.9	8.4	0.7	---	781.4	0.00	---	---	---	---	---	---	---	0.201	0.000	18.4	33	1.8	16.5	6.75	 .9258	---	---	1	---	30
01/01/98	11:30 a	9.4	10.1	8.6	69	4.0	38.4	SE	69.20	61.2	---	1.2	9.2	1.0	---	781.0	0.00	---	---	---	---	---	---	---	0.185	0.000	18.3	33	1.8	16.4	6.75	 .9256	---	---	1	---	30
01/01/98	12:00 p	10.5	11.6	9.7	65	4.2	43.4	N	78.05	61.2	---	2.3	10.1	1.9	---	780.7	0.00	---	---	---	---	---	---	---	0.163	0.000	18.3	33	1.8	16.4	6.75	 .9252	---	---	1	---	30
01/01/98	12:30 p	12.0	13.1	10.6	59	4.2	33.5	N	60.35	61.2	---	4.8	11.3	4.1	---	779.9	0.00	---	---	---	---	---	---	---	0.132	0.000	18.3	33	1.8	16.4	6.75	 .9243	---	---	1	---	30
01/01/98	1:00 p	13.4	14.3	12.4	57	5.1	38.0	SSE	68.40	61.7	---	6.4	12.6	5.6	---	779.1	0.00	---	---	---	---	---	---	---	0.102	0.000	18.3	33	1.8	16.4	6.75	 .9233	---	---	1	---	30
01/01/98	1:30 p	14.7	16.2	13.1	44	2.5	38.9	ENE	70.01	61.2	---	7.9	13.3	6.6	---	778.6	0.00	---	---	---	---	---	---	---	0.076	0.000	18.3	33	1.8	16.4	6.75	 .9227	---	---	1	---	30
01/01/98	2:00 p	16.2	17.4	15.4	43	3.6	43.4	E	78.05	61.2	---	9.7	14.8	8.3	---	778.0	0.00	---	---	---	---	---	---	---	0.045	0.000	18.4	34	2.2	16.6	6.85	 .9215	---	---	1	---	30
01/01/98	2:30 p	16.9	18.0	15.6	39	2.8	43.4	N	78.05	61.2	---	10.7	15.3	9.1	---	777.6	0.00	---	---	---	---	---	---	---	0.030	0.000	18.4	34	2.2	16.6	6.85	 .9210	---	---	1	---	30
01/01/98	3:00 p	17.7	19.4	16.6	36	2.4	37.6	NE	67.59	61.2	---	11.9	16.0	10.2	---	777.1	0.00	---	---	---	---	---	---	---	0.013	0.000	18.4	34	2.2	16.6	6.85	 .9205	---	---	1	---	30
01/01/98	3:30 p	18.2	19.5	17.2	35	2.5	42.9	NNE	77.25	61.2	---	12.4	16.4	10.6	---	776.8	0.00	---	---	---	---	---	---	---	0.002	0.000	18.4	33	1.8	16.5	6.75	 .9204	---	---	1	---	30
01/01/98	4:00 p	18.7	19.5	17.7	33	2.1	38.4	NW	69.20	61.2	---	13.2	16.9	11.3	---	776.8	0.00	---	---	---	---	---	---	---	0.000	0.008	18.4	33	1.8	16.5	6.75	 .9204	---	---	1	---	30
01/01/98	4:30 p	18.9	19.9	17.9	33	2.3	43.8	N	78.86	61.2	---	13.3	17.1	11.4	---	776.6	0.00	---	---	---	---	---	---	---	0.000	0.012	18.4	33	1.9	16.6	6.75	 .9199	---	---	1	---	30
01/01/98	5:00 p	19.1	20.1	18.3	32	2.0	37.6	N	67.59	61.2	---	13.7	17.2	11.8	---	776.9	0.00	---	---	---	---	---	---	---	0.000	0.016	18.4	33	1.9	16.6	6.75	 .9203	---	---	1	---	30
